Id,Old Name,New Name,Notes
,Hustler's Ambition - Preroll Packs - (Tropic Truffle 1gx1),Hustler's Ambition Tropic Truffle Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lifted Flower Wedding Cake - 3.5g,Lifted Wedding Cake Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Applesauce AIO - Mule Fuel - 1g,Trichome Mule Fuel Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Live Hash Rosin - Pure Buttafingaz (S) - 01g,Fireline Pure Buttafingaz Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Refine CCELL® FULL SPEC Disposable Bar - 1g - Kush Mintz [ I ],Refine Kush Mintz Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,SIGNATURE Flower - Gelly Rain - 1g,Subx Gelly Rain Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ooowee - Hydrocarbon Concentrate - Cheat Code - 1g,Ooowee Cheat Code Bho 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ceres Capsule Lifted Sativa - 0.176oz,Ceres Lifted Sativa Capsule 0.176oz,no_vendor_column;no_cannabinoid_columns;renamed
,Freddy's Fuego Liquid Gold Cartridge - Tiger's Blood- 1g,Freddy's Fuego Tigers Blood Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Disposable CBD Platinum - Harlequin - 5:1 - Sativa - 1g,Skagit Organics Harlequin Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mad Mark disposable vape - mad gelato 1g,Mad Mark Mad Gelato Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,J-HR-100PJ - Journeyman Hash Pineapple Jellies (100mg THC),Journeyman Pineapple Gummies 85g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,FL BAG 28g sCrest - Dutchberry,Cascade Crest Dutchberry Flower 28g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Cormorant - 4 oz Cherry Lemonade Sorbet 100 mg - 100 mg - 100ml,Cormorant Edibles Cherry Lemonade Edible 4oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Budz Bud White Critical Kush 3.5g,Budz Bud White Critical Kush Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,"Tilted[ThunderStixx]-Infused Pre-roll-Toad Venom-1,2g",Tilted Toad Venom Infused Pre-roll 1.2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Heavenly Buds - Flower - Strawberry Candy DOH - 1g,Heavenly Buds Strawberry Candy Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Const INF 2pk 1g - Coffee Creamer,Constellation Coffee Creamer Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fire Bros-Infused Blunt-Crepe Ape-2g,Fire Bros Crepe Ape Infused Blunt 2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stingers -pre roll Blue Frost - 1g,Stingers Blue Frost Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,FDG Pre-Rolls - Lime Slapz - 2pk (0.5g x 2),Fdg Lime Slapz Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Full Flower Little Snappers - Strawberry Banana Zkittles - 2pk (2x0.5g),Heavenly Buds Strawberry Banana Zkittles Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Flower - Super mac - 3.5g,Mz. A Super Mac Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Revolution Beverage Wildside Shot Orange Cream MAX 1:1 CBC - 2oz,Green Revolution Wildside Shot Orange Cream Max 1:1 CBC Beverage 2floz,no_vendor_column;no_cannabinoid_columns;renamed
,Ceres Capsules Immune Boost,Ceres Immune Boost Capsule 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Gushy Enhanced Dab - 1g / Fruit Cereal (I),Tilted Fruit Cereal Badder 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Const Cold Cure 1g - GMO Pie,Constellation Gmo Pie Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fire Bros-Live Resin Cartridge-Crepe Ape-1g,Fire Bros Crepe Ape Live Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mama J's Pre-roll Apple Fritter - 3.5g,Mama J's Apple Fritter Pre-roll 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Cannabis Northwest - Flower - Black Mamba - 28g,Cannabis Northwest Black Mamba Flower 28g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,The People's Flower GG#4 - 3.5g,The People's Gg 4 Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Flower 3.5g / Gorilla Glue #4,Coastal Growers Gg4 Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Original - Live Resin 510 Vape - High Potency - NYC Diesel - Hybrid - 1mL,Bodhi High Nyc Diesel Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_4_duplicates;renamed
,Mfused Disposable Cartridge Lemon Cherry Gelato - 1g,Mfused Lemon Cherry Gelato Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Refine LOUD ROSIN - Yuck Mouth,Refine Yuck Mouth Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lifted Cannabis-Disposable Cartridge-Cured Malibu Marker-1g,Lifted Malibu Marker Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Ceres Edible Dragon Ball Sativa - 2oz,Ceres Dragon Ball Sativa Edible 2oz,no_vendor_column;no_cannabinoid_columns;renamed
,Lookah Q7 E nail,Lookah Q7 E Nail,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name
,SUBX [DOH] SUPREME Flower - SubZero - 1g,Subx Sub Zero Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Hellavated infused pre-roll Peach Cobbler,Hellavated Peach Cobbler Infused Pre-roll 0.75g,no_vendor_column;no_cannabinoid_columns;renamed
,Stinger Cartridge - 1g Cartridge - Permanent Marker - 1g,Stingers Permanent Marker Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Super Fog - Loud - Ion - 1g (1pk) - Strawberry Kush - SAT - Kush,Mfused Strawberry Kush Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Refine LOUD RESIN x House of Cultivar - Papaya Crush - 1g,Refine Papaya Crush Loud Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Colors - GloRilla - 1g - Joint,Colors By Cultivar Glorilla Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Thrills Cartridge sugar Cookies,Thrills Sugar Cookies Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,SUPREME Live Diamond Disposable - Super Boof - 1g,Subx Super Boof Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stingers - 2pk .5g Liquid Diamonds Pre-Rolls - Memory Loss - 1g,Stingers Memory Loss Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Moroccan Peaches Live Resin [1g] [All-In-One],Lifted Moroccan Peaches Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Tilted-Flower-GMO Mind Flayer-7g,Tilted Gmo Mindflayer Flower 7g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Wyld Gummies Blood Orange 1:1 CBC - 1.4oz,Wyld Blood Orange Gummies 1.4oz,no_vendor_column;no_cannabinoid_columns;renamed
,Torpedo Cannagar - Blue Dream - 3.5g,Frosted Cannabis Blue Dream Pre-roll 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,ThunderChief - Flower 3.5g TC - Butter - 3.5g,Thunder Chief Butter Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Heavenly Buds Flower - Huckleberry Pie - 3.5g,Heavenly Buds Huckleberry Pie Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Trichome Applesauce Cart - Permanent Scented Marker - 1g,Trichome Permanent Scented Marker Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Hustler's Ambition - Cartridge - Snow Cone - 1g,Hustler's Ambition Snow Cone Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Tasty Terps - TC ICE CART 1g - Strawberry Ice - 1g,Clarity Farms Strawberry Ice Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Retail Packaged  Amarena de Limón - 3.5g,Royal Kind Amarena De Limón Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,fire bros silver Live Resin Lemon Slushee - 1g,Fire Bros Silver Lemon Slushee Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Major Beverage Pink Lemonade - 6.7oz,Major Pink Lemonade Beverage 6.7floz,no_vendor_column;no_cannabinoid_columns;renamed
,GE Dab - Grape Stomper - 1g (S),Agro Couture Grape Stomper Bho 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Revolution: Beverage Wildside Blackberry Lemonade 2:1 CBD - 12oz,Green Revolution: Blackberry Lemonade Beverage 12floz,no_vendor_column;no_cannabinoid_columns;renamed
,SMC - Shatter J LITE - Flavored Joint - Washington Apple - 1g,Shatter J's Washington Apple Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fire Bros-Flower-Tamalez-3.5g,Fire Bros Tamalez Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fugu - T1 - Hash Rosin - Xeno Punch - (DOH) - 1g,Fugu Farms Xeno Punch Hash Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,mfused disposable Cartridge Blue Zushi,Mfused Blue Zushi Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Thrills - FlavorStrains - Cartridge - 1g - (C6)(S) Sweet Island Skunk,Thrills Sweet Island Skunk Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Hustler's Ambition Flower (Black Cherry Gelato 3.5g),Mama J's Black Cherry Gelato Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ooowee - 5/1G Infused PreRoll - Cheat Code - 5g,Ooowee Cheat Code Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Journeyman Pineapple Hash Rosin Lemonade,Journeyman Pineapple Beverage 2floz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,SPR - Cali Glow - 1g,Spr Cali Glow Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mad Mark pho Amnesia Haze 1g,Mad Mark Amnesia Haze Bho 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,RPG - 510 Cartridge - Cured Resin - Gushers - 1g,Cormorant Edibles Gushers Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Neon Nectar Bong Buddies,Phat Panda Bong Buddies Neon Nectar Flower 2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Heavenly Buds Flower Grapple Pie - 3.5g,Heavenly Buds Grapple Pie Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Moonshot - Tropical Punch 100mg THC,Constellation Tropic Shuffle Shots 50ml,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,O' Geez-Cartridge-Alaskan Thunder Fuck-1g,Clarity Farms Alaskan Thunder Fuck Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,RAW Roll Caddy,Raw Roll Caddy,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name
,Torus Infused Pre-roll Hashbreak Pancake Syrup 1g,Torus Pancake Syrup Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pastime Liquid Diamonds Disposable Vape - Sativa - Z Pie - 1g,Pastime Z Pie Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Canna Organix - .5g 2-Pack Preroll Tube - Forbidden Fruit - 1g,Canna Organix Forbidden Fruit Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Clout King: Live Rosin - Mom's Spaghetti,Clout King Mom's Spaghetti Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,FDG Pre-Rolls - Lemonheads - 2pk (0.5g x 2),Fdg Lemonheads Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mint - Peppermint Sativa 100mg,Swell Peppermint Mints 14g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Const INF 2pk 1g - Georgia Pie,Constellation Georgia Pie Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Freddy's Finest Joint - Sub-Zero - 1g,Freddy's Fuego Sub Zero Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Legacy Truffles - DOH Compliant - Double Truffle - Larry Bird Kush - 3.5g,Legacy Organics Larry Bird Kush Moon Rocks 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Grapefruit Romulan ( I ) - Flipside Gold BHO/Ethanol Extracted Disposable 1g,Flipside Grapefruit Romulan Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Canna Whupass - CW Vape Cartridge - OMGuava - Mixed - 1g,Canna Organix Omguava Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Indica - Grape Goji Snickle Fritz AIO,Phat Panda Grape Goji Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Shatter J's Infused Pre-roll Cotton Candy - 5g,Shatter J's Cotton Candy Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Incredibulk-Cartridge-Kush Dream-1g,Clarity Farms Kush Dreamz Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Canna Organix Sauced & Tossed Cereal Milk - 1g,Canna Organix Cereal Milk Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Dab Syringe - Jack Herer 1g,Two Heads Jack Herer RSO 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Silver Tier - Brew Ha Ha - 1g,Fire Bros Brew Ha Ha Live Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,hashbreak - Pre Rolls (Infused) - White Cherry Truffle - 1g,Torus White Cherry Truffle Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,SPR - Moon Pie - 1g,Seattle's Private Reserve Moon Pie Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Snicklefritz cartridge tropical slushie 1g,Snickle Fritz Tropical Slushie Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,GE - Grape Stomper - 1g Sativa Vape Cartridge,Agro Couture Grape Stomper Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Reaper - Diamond Sauce - Purple Cat Piss - 1g,Purple Cat Piss Live Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,HiKu - DOH DIST - Sugar-Free Coffee Vanilla Latte - 100mgTHC HiKu 1oz Tincture - Sugar-Free Coffee - 30g,Seattle Bubble Works Vanilla Latte Beverage 1floz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Zero Gravity ( I ) Plaid Jacket BHO THCA Infused Joint - 1g,Plaid Jacket Zero Gravity Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,1937 - 3.5g Flower - Flyin Hawaiian 23 - 3.5g,1937 Flyin Hawaiian Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,High Tide Flower Pink Runtz - 1g,High Tide Pink Runtz Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Royal Tree Gardens Disposable Cartridge White Tahoe Cookies - 0.5g,Royal Tree Gardens White Tahoe Cookies Disposable Cartridge 0.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Snickle Fritz Cartridge Slurricane - 1g,Snickle Fritz Slurricane Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,- 3pk Lemon Cherry Gelato Snickle Fritz Cart,Phat Panda Lemon Cherry Gelato Cartridge 3g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Shatter J's Disposable Cartridge Pina Colada - 1g,Shatter J's Pina Colada Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,LIVE extract - TWISTED TOAST - 1g,Downtown Twisted Toast Live Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,[DOH] SIGNATURE Pre-Roll - Ether - 2pk,Sub X Ether Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Flower - NYC Diesel - 1.5g,Mz. A Nyc Diesel Flower 1.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Svin Gardens-Rosin/Resin-Amaretto Sour-1g,Svin Amaretto Sour Hash Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,".75g Trichome InTERPreter Pre-Rolls, 6pk - Super Lemon Haze+JJ - 4.5g",Trichome Super Lemon Haze Infused Pre-roll 4.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stingers - 2pk .5g Pre-Rolls - Master Kush - 1g,Stingers Master Kush Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,M-MT-300ENG - Moxey Energize 1:1:1 Peppermints (100mg CBC/100mg CBG/100mg THC),Journeyman Peppermint Mints 12g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lifted SugarStix Grape Thorn Rose,Lifted Cannabis Grape Thron Rose Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,2pk Joints - Joker Juice - 2g,Greenleaf Mj Jokerz Pre-roll 2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Packaged Flower - Lazy Llama - 3.5g,Fdg Lazy Llama Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Legacy - - DOH COMPLIANT - Premium Flower - Legacy Jays - .5g Pack - Isodope - 1g,Legacy Organics Isodope Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,BLAZE Can - 12oz Rosin - Orange Cream 100mg THC,Blaze Orange Cream Beverage 12floz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Reaper Melted Diamond Badder - Gary Poppins - 1g,Green Reaper Gary Poppins Badder 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Torus - Flower - Trop Cherry Strawberry - 7g,Torus Trop Cherry Strawberry Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,RSO - Sunset Runtz - 1g,Trichome Sunset Runtz RSO 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,CERES JAR DRAGON BALM 1:1 RED,Ceres Dragon Balm 1:1 Topical 2oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fredy's Fuego Live Resin Disposable - Lyon King - 1g,Freddy's Fuego Lyon King Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Craft Elixirs Edible Potcorn-Caramel 3pk,Craft Elixir Caramel Popcorn Edible 0.6oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Collective Straight Prerolls (Pink Runtz 1g),Mama J's Pink Runtz Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,5-1 gram Pre-Roll packs - Tropicana Cherry - 5g,Mz. A Tropicanna Cherry Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mama J's Pre-roll Sour Jack - 5g,Mama J's Sour Jack Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,PICC Pre-roll Harmony's White Tahoe Cookies - 1g,Picc Harmony's White Tahoe Cookies Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Freddy's Fuego Peg Legs - Dantes Inferno - 2 x 0.5g,Freddy's Fuego Dante's Inferno Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_4_duplicates;renamed
,Lifted Flower wedding cake 28g,Lifted Wedding Cake Flower 28g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lifted Infused Pre-roll Coffee Creamer,Lifted Coffee Creamer Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
