Id,Old Name,New Name,Notes
,Stinger Sweets Razzberry Blaze .5g 2pk - Razzberry Blaze - 1g,Stingers Razzmatazz Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,Stingers - 2pk .5g Pre-Rolls - Durban Poison - 1g,Stinger Durban Poison Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Legacy - - DOH COMPLIANT - Premium Flower - Legacy Jays - .5g Pack - Sand Man - 1g,Legacy Organics Sand Man Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Legacy - - DOH COMPLIANT - Premium Flower - Legacy Jays - .5g Pack - Isodope - 1g,Legacy Organics Isodope Pre-roll 1g,collapsed_duplicate;merged_into_master
,Legacy Reserve - DOH COMPLIANT - Flower - Glass Jar - SMALL BATCH - White Runtz - 3.5g,Legacy Organics White Runtz Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Legacy Reserve - DOH COMPLIANT - Flower - Glass Jar - SMALL BATCH - Larry Bird Kush - 3.5g,Legacy Organics Larry Bird Kush Flower 3.5g,collapsed_duplicate;merged_into_master
,Legacy Reserve - DOH COMPLIANT - Flower - Glass Jar - SMALL BATCH - Apple Mochi - 3.5g,Legacy Organics Apple Mochi Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Legacy Truffles - DOH Compliant - Triple Truffle Jays - .5g Pack - Lemon Drop - 1g,Legacy Organics Lemon Drop Infused Blunt 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Legacy Truffles - Golden Truffle - Legacy Loco - 1g,Legacy Organics Legacy Loco Mix Infused Flower 1g,collapsed_duplicate;merged_into_master
,Legacy Truffles - Golden Truffle - Legacy Loco - 3.5g,Legacy Organics Legacy Loco Mix Infused Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,2727 - Extracts - 2727 - Sugar Wax - Citrus Sunrise - 1g,2727 Citrus Sunrise Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Scented Marker SugarStix [1g],Lifted Scented Marker Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Permanent Push Pop SugarStix [1g],Lifted Permanent Push Pop Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,Burnout #33 [3.5g],Lifted Burnout Og 33 Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros Pre-Roll Lemon Slushee - 2.5g,Fire Bros Lemon Slushee Disposable Cartridge 2.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros. - Pavé - 14g,Fire Bros Pave Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros AIO Phone Case,Fire Bros AIO Phone Case,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name
,Firebros Lanyard,Firebros Lanyard,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name
,Packaged Flower - Fluff Fumez #1 - 3.5g,Svin Fluff Fumez 1 Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Packaged Flower - Lemon Cherry Dosi #7 - 3.5g,Svin Lemon Cherry Dosi 7 Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Packaged Flower - One Piece - 3.5g,Svin One Piece Flower 3.5g,collapsed_duplicate;merged_into_master
,Packaged Flower - Unit B - 3.5g,Svin Unit B Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin- One Piece - 1g,Svin One Piece Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin - Puro Loco - 1g,Svin Puro Loco Badder 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Pre-Rolls -One Piece - 2x.5g,Svin One Piece Pre-roll 1g,collapsed_duplicate;merged_into_master
,Pre-Rolls -Puro Loco - 2x.5g,Svin Puro Loco Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pre-Rolls - Rainbow Zoap - 2x.5g,Svin Rainbow Zoap Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Whupass - CW Vape Cartridge - Peach Ringz - Mixed - 1g,Canna Organix Peach Ringz Cartridge 1g,collapsed_duplicate;merged_into_master
,Canna Whupass - CW Vape Cartridge - Tropical Trainwreck - Mixed - 1g,Canna Organix Tropical Trainwreck Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Canna Organix Custard - Durban Poison - 1g,Canna Organix Durban Poison Live Resin 1g,collapsed_duplicate;merged_into_master
,Sauced & Tossed - Gluelato - 1g,Canna Organix Gluelato Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Sauced & Tossed - Headbanger #2 - 1g,Canna Organix Headbanger Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Sauced & Tossed - Plu-Dough - 1g,Canna Organix Plu-dough Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,Headshots - Zkittlez Pie - 1g,Canna Organix Zkittlez Pie Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Headshots - Berry Pie - 1g,Canna Organix Berry Bliss Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Custard - Blue Dream - 1g,Canna Organix Blue Dream Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Collections - Full Spectrum - Hash Rosin - Alpine Guava - 1g,Fugu Farms Alpine Guava Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Collections - Full Spectrum - Hash Rosin - Gary Payton - 1g,Fugu Farms Gary Payton Rosin 1g,collapsed_duplicate;merged_into_master
,Collections - Full Spectrum - Hash Rosin - Gary Payton x Memory Loss - 1g,Fugu Farms Gary Payton X Memory Loss Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Collections - T2 - Hash Rosin - Alpine Guava - 1g,Fugu Farms Alpine Guava Rosin 1g,collapsed_duplicate;merged_into_master
,Collections - T2 - Hash Rosin - Cherry Bang Bang - 1g,Fugu Farms Cherry Bang Bang Rosin 1g,collapsed_duplicate;merged_into_master
,Collections - T2 - Hash Rosin - Dulce De Uva - 1g,Fugu Farms Dulce De Uva Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Collections - T2 - Hash Rosin - Xeno - 1g,Fugu Farms Xeno Rosin 1g,collapsed_duplicate;merged_into_master
,Fugu - T1 - Hash Rosin - Blue Glue #4 - 1g,Fugu Farms Blue 16 Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fugu - T1 - Hash Rosin - Mani - 1g,Fugu Farms Mani Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fugu - T1 - Hash Rosin - Rainbow Xushi - 1g,Fugu Farms Rainbow Xushi Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fugu - T1 - Hash Rosin - Red Velvet - 1g,Fugu Farms Red Velvet Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Platinum Flower (Trophy Wife - Platinum Line/7g),Phat Panda Trophy Wife Flower 7g,collapsed_duplicate;merged_into_master
,Sativa - Orange Soda Panda Pen AIO,Phat Panda Orange Soda Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Torus - Pre Roll - Pinalada - 1g,Torus Pinalada Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,hashbreak - Pre Rolls (Infused) - Berry Banana - 1g,Torus Berry Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,hashbreak - Pre Rolls (Infused) - Cherry Bomb - 1g,Torus Cherry Bomb Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,hashbreak - Pre Rolls (Infused) - Cherry Bomb - 3.5g,Torus Cherry Bomb Infused Pre-roll 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Live Rosin - Gas Face - 1g - FSCC - A,Viking Cannabis Gas Face Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Viking Cannabis - Candy MAC - 2x0.5g Bubble Hash Joint Tube,Viking Cannabis Candy Mac Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Viking Cannabis - Old School Lemons - Popcorn - 10g,Viking Cannabis Old School Lemons Flower 10g,no_vendor_column;no_cannabinoid_columns;renamed
,"SusPENded Disposable, Tiger's Blood - 1g",Suspended Tigers Blood Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,"SusPENded Disposable, Raspberry Crave - 1g",Suspended Raspberry Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Suspended THC ICEBERG Superboof- 1g,Suspended Super Boof Moon Rocks 1g,collapsed_duplicate;merged_into_master
,Suspended THC Iceberg -Super Boof - 3.5g mix,Suspended Super Boof Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - 4Rilla Glue - 1.5g,Cannasol 4rilla Flower 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Flower - DOH Tested - 4Rilla Glue - 3.5g,Cannasol 4rilla Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - Sour Diesel - 1.5g,Cannasol Sour Diesel Pre-roll 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Flower - DOH Tested - Sour Diesel - 3.5g,Cannasol Sour Diesel Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Glass Jar - DOH Tested - Sour Diesel - 7g,Cannasol Sour Diesel Flower 7g,collapsed_duplicate;merged_into_master
,Lish Organics - Full Melt Bubble Hash - DOH Tested - GMO - 1g,Cannasol Gmo Bubble Hash 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Lish Organics - Full Melt Bubble Hash - DOH Tested - Purple Trainwreck - 1g,Cannasol Purple Trainwreck Hash 1g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - Aliens on Moonshine - 1.5g,Cannasol Aliens On Moonshine Pre-roll 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - Charlotte's Tsu - 1.5g,Cannasol Charlotte's Tsu Flower 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - Cosmic Charlie - 1.5g,Cannasol Cosmic Charlie Pre-roll 1.5g,no_vendor_column;no_cannabinoid_columns;renamed
,CannaSol - Pre Rolls - DOH Tested - Shiva's Nectar - 1.5g,Cannasol Shiva's Nectar Pre-roll 1.5g,collapsed_duplicate;merged_into_master
,Lish Organics - Rosin Dabs - DOH - Tested - Papaya - 1g,Cannasol Papaya Rosin 1g,collapsed_duplicate;merged_into_master
,Lish Organics - Rosin Dabs - Amnesia Cookies - 1g,Cannasol Amnesia Cookies Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Lish Organics - Rosin Dabs - DOH - Tested - GMO - 1g,Cannasol Gmo Rosin 1g,collapsed_duplicate;merged_into_master
,Honey Tree Terp Crystal - Purple Tangie,Honey Tree Purple Tangie Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Honey Stixx - 2Pk - Crystal - God's Gifts X Permafrost,Honey Stixx God's Gifts X Permafrost Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,Honey Stixx - Flavored - Huckleberry OG,Honey Stixx Huckleberry Og Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,K-Savage: GMO - Pr 2pk - 1,K Savage Gmo Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King: Tussin Headz - 3.5g,Clout King Tussin Headz Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King: Bubble Gum Wagyu - PR 2pk - 1g,Clout King Bubble Gum Wagyu Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King: Milk Steak - PR 2pk - 1g,Clout King Milk Steak Pre-roll 1g,collapsed_duplicate;merged_into_master
,Clout King: Street Treat - PR 2pk - 1g,Clout King Street Treat Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King: Tussin Headz - PR 2pk - 1g,Clout King Tussin Headz Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King: Live Rosin - Mom's Spaghetti,Clout King Mom's Spaghetti Rosin 1g,collapsed_duplicate;merged_into_master
,CloutKing: Live Rosin - Tussin,Clout King Tussin Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fruit Burst - Blue Razz Rush Indica 100mg,Swell Blue Raspberry Fruit Chews 33g,no_vendor_column;no_cannabinoid_columns;renamed
,Fruit Burst - Paradise Punch Sativa 100mg,Swell Paradise Fruit Chews 33g,collapsed_duplicate;merged_into_master
,Fruit Burst - Surging Strawberry Kiwi Indica 100mg,Swell Strawberry Kiwi Fruit Chews 33g,no_vendor_column;no_cannabinoid_columns;renamed
,Fruit Burst - Chillin Cherry Lime Sativa 100mg,Swell Cherry Fruit Chews 33g,no_vendor_column;no_cannabinoid_columns;renamed
,Fruit Burst - Mystery Monsoon Indica 100mg,Swell Mystery Fruit Chews 33g,collapsed_duplicate;merged_into_master
,Mint - Cinnamon Indica 100mg,Swell Cinnamon Mints 14g,collapsed_duplicate;merged_into_master
,Mint - Cinnamon Sativa 100mg,Swell Cinnamon Mints 14g,collapsed_duplicate;merged_into_master
,Mint - Peppermint Indica 100mg,Swell Peppermint Mints 14g,collapsed_duplicate;merged_into_master
,Mint - Peppermint Sativa 100mg,Swell Peppermint Mints 14g,collapsed_duplicate;merged_into_master
,Mint - Spearmint Indica 100mg,Swell Spearmint Mints 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Tart - Cherry Lime Sativa 100mg,Swell Cherry Lime Mints 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Tart - Tangerine Sativa 100mg,Swell Tangerine Mints 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Cold Cure - Grape Lyfe 1g - DOH,Constellation Grape Lyfe Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Cold Cure - Moroccan Peaches 1g - DOH,Constellation Moroccan Peaches Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Wook Tea - Peach 100mg,Constellation Peach Beverage 355ml,no_vendor_column;no_cannabinoid_columns;renamed
,Wook Tea - Raspberry Hibiscus 100mg,Constellation Raspberry Beverage 355ml,collapsed_duplicate;merged_into_master
,Wook Tea - Larry Palmer 100mg,Constellation Lemonade Beverage 355ml,no_vendor_column;no_cannabinoid_columns;renamed
,VICE - Raspberry Tea - 100mg THC - DOH,Ray's Raspberry Beverage 355ml,no_vendor_column;no_cannabinoid_columns;renamed
,VICE - Hash Rosin Lemon Tea - 100mg THC - DOH,Ray's Lemon Beverage 355ml,no_vendor_column;no_cannabinoid_columns;renamed
,VICE - Hash Rosin Peach Tea - 100mg THC : 100mg CBG - DOH,Ray's Peach Beverage 355ml,no_vendor_column;no_cannabinoid_columns;renamed
,lil' Rays - Hash Rosin Raspberry Lemonade - 100mg - DOH,Ray's Raspberry Shots 50ml,no_vendor_column;no_cannabinoid_columns;renamed
,Applesauce AIO - Deep Fried Oreoz - 1g,Trichome Deep Fried Oreoz Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,".75g Trichome InTERPreter Pre-Rolls, 2ct - Bubble Bath+TD - 1.5g",Trichome Bubble Bath + Grb Infused Pre-roll 1.5g,collapsed_duplicate;merged_into_master
,SELECT Cured Classic Cartridge - Romulan - 1g,Sub X Romulan Cartridge 1g,collapsed_duplicate;merged_into_master
,SIGNATURE Live Classic Cartridge - White Burgundy - 1g,Sub X White Burgundy Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUPREME Bang Stick - Orange Poison - 2pk,Sub X Orange Poison Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SUPREME Bang Stick - Animal Rain - 2pk,Sub X Animal Rain Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - *B Buds 14G Flower - Pink Zaza - 14g,Ooowee Pink Zaza Flower 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Infused PreRoll - Mango Haze - 5g,Ooowee Mango Haze Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - 5/1G Infused PreRoll - Uh-Huh - 5g,Ooowee Uh-huh Infused Pre-roll 5g,collapsed_duplicate;merged_into_master
,Ooowee - 5/1G Infused PreRoll - Lemon Cherry Gelato - 5g,Ooowee Lemon Cherry Gelato Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - JUICED Hydrocarbon Concentrate - Raspberry Mimosa - Key Bump - 1g,Ooowee Key Bump Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - JUICED Hydrocarbon Concentrate - Khalifa Kiwi - Late Bloomer - 1g,Ooowee Late Bloomer Bho 1g,collapsed_duplicate;merged_into_master
,Ooowee - JUICED Hydrocarbon Concentrate - Orange Sunrise - Mr. Bad - 1g,Ooowee Mr. Bad Bho 1g,collapsed_duplicate;merged_into_master
,Flower 1g / Blumosa,Coastal Growers Blumosa Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower 3.5g / Blumosa,Coastal Growers Blumosa Flower 3.5g,collapsed_duplicate;merged_into_master
,Flower 7g / Blumosa,Coastal Growers Blumosa Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,Flower 3.5g / Gorilla Glue #4,Coastal Growers Gg4 Flower 3.5g,collapsed_duplicate;merged_into_master
,Flower 7g / Gorilla Glue #4,Coastal Growers Gg4 Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,Journeyman CBN Huckleberry Jellies,Journeyman Huckleberry Gummies 3oz,no_vendor_column;no_cannabinoid_columns;renamed
,Journeyman CBG Kiwi Strawberry Jellies,Journeyman Kiwi Strawberry Gummies 3oz,no_vendor_column;no_cannabinoid_columns;renamed
,hashbreak - Pre Rolls (Infused) - Pillow Talk - 1g,Torus Pillow Talk Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,hashbreak - Pre Rolls (Infused) - Sweet Potato Pie - 1g,Torus Sweet Potato Chips Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Torus - Pre Roll - Snowcaine #2 - 1g,Torus Snow Cone Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,hashbreak - Pre Rolls (Infused) - Peanut Butter Fudge - 1g,Torus Peanut Butter Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,hashbreak - - Rosin Vape - GMO - 1g,Torus Gmo Rosin 1g,collapsed_duplicate;merged_into_master
,Torus - Ceramic Tip (Infused) - Key Lime Cookies x Boston Cream Pie - 1g,Torus Key Lime Pie Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Live Resin Disposable - Strawberry Cough - 1g,Greenrush Strawberry Cough Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Live Resin Disposable - Cherry Pie - 1g,Greenrush Cherry Pie Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Live Resin Cart - Strawberry Cough - 1g,Greenrush Strawberry Cough Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Live Resin Cart - Permanent Marker - 1g,Greenrush Permanent Marker Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Live Resin Cart - Jack Herer - 1g,Greenrush Jack Herer Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Live Resin Cart - Girl Scout Cookies - 1g,Greenrush Gsc Cartridge 1g,collapsed_duplicate;merged_into_master
,Green Reaper - Live Resin Disposable - Jack Herer - 1g,Greenrush Jack Herer Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Live Resin Cart - Cherry Pie - 1g,Greenrush Cherry Pie Cartridge 1g,collapsed_duplicate;merged_into_master
,Green Reaper - Diamond Sauce - Permanent Marker - 1g,Greenrush Permanent Marker Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Green Reaper - Diamond Sauce - Girl Scout Cookies - 1g,Greenrush Gsc Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Zen - DOH Compliant Flower PreRoll 1gx28pk - Too Much Lime - 28g,Zen Cannabis Too Much Lime Pre-roll 4g,no_vendor_column;no_cannabinoid_columns;renamed
,HTE HONEY - Cherry OG - Cherry OG - .7g,Legit Gold Cherry Og Infused Pre-roll 0.7g,no_vendor_column;no_cannabinoid_columns;renamed
,HTE HONEY - Mimosa - Mimosa - .7g,Legit Gold Mimosa Infused Pre-roll 0.7g,no_vendor_column;no_cannabinoid_columns;renamed
,HTE HONEY - Raspberry Haze - Raspberry Haze - .7g,Legit Gold Raspberry Haze Pre-roll 0.7g,no_vendor_column;no_cannabinoid_columns;renamed
,420 Mini - Dark Chocolate - Sea Salt 2:2:1 CBN:CBD:THC 500mg,Sinner Saints Dark Chocolate Chocolate 50g,no_vendor_column;no_cannabinoid_columns;renamed
,BLAZE Gummy Rosin - Baja Blaze 1:1:1:1 CBC:CBG:CBD:THC 400mg,Sinner Saints Baja Blaze Gummies 27g,no_vendor_column;no_cannabinoid_columns;renamed
,MFUSED Battery  - Orange,Mfused Orangasm Accessories 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SMC - Infused Joint Pack - Grape - 5g,Shatter J's Grape Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,SMC - Infused Joint 1g - Grape - 1g,Shatter J's Grape Accessories 1g,no_vendor_column;no_cannabinoid_columns;renamed
,SMC - Infused Joint 1g - Blueberry - 1g,Shatter J's Grape Infused Pre-roll 1g,collapsed_duplicate;merged_into_master
,SMC - Infused Joint 1g - Melon Guava - 1g,Shatter J's Melon Guava Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Tropicana Cookies - 1g - Cartridge - Hustler's Ambition,Hustler's Ambition Tropicanna Cookies Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Hustler's Ambition Flower (Tropic Truffle/3.5g - Sativa),Hustler's Ambition Tropic Truffle Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,mama J's - Flower Preroll Pack - GMO - 0.5gx2,Mama J's Gmo Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,mama J's Flower (Dutchberry 3.5g),Mama J's Dutchberry Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Mama J's Flower (Sunset MAC/3.5g),Mama J's Sunset Mac Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Mama J's Flower (Sunset MAC/7g),Mama J's Sunset Mac Flower 7g,collapsed_duplicate;merged_into_master
,Packaged Flower - Jacuzzi - 3.5g,Svin Jacuzzi Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin Infused Joint Box - Jacuzzi x LC Dosi,Svin Jacuzzi Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin Infused Joint Box - Jacuzzi x One Piece - 1g,Svin One Piece Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin Infused Joint Box - The Menage #5 x One Piece - 1g,Svin The Menage Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Rosin Infused Joint Box - The Menage X Puro Loco - 1g,Svin Puro Loco Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Packaged Flower - Lemon Cherry Garlic - 3.5g,Svin Lemon Cherry Garlic Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Cookies - Cannabis Terps - Cartridge - 1g - London Pound Cake #75,Full Spec London Pound Cake Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pinnacle Green Flower Dutch Treat - 7g,Pinnacle Green Dutch Treat Flower 7g,no_vendor_column;no_cannabinoid_columns;renamed
,Pinnacle Green Flower Toranja - 3.5g,Pinnacle Green Toranja Flower 3.5g,collapsed_duplicate;merged_into_master
,Packaged Flower - Khalifa Kush - 3.5g,Pinnacle Green Khalifa Kush Trade Sample 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Packaged Flower - Toranja - 3.5g,Pinnacle Green Toranja Flower 3.5g,collapsed_duplicate;merged_into_master
,The People's Indoor Gardens Flower People's Diesel - 7g,The People's Indoor Gardens People's Diesel Flower 7g,collapsed_duplicate;merged_into_master
,The People's Indoor Gardens Pre-Rolls - Blue Dream - 2g (4pk),The People's Indoor Gardens Blue Dream Pre-roll 2g,collapsed_duplicate;merged_into_master
,Pastime Liquid Diamonds Disposable Vape - Zourz,Pastime Zourz Flower 1g,collapsed_duplicate;merged_into_master
,Pastime Liquid Diamonds Disposable Vape - Trickz,Pastime Trickz Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pastime Liquid Diamonds Disposable Vape - Lemon Lime Haze,Pastime Lemon Lime Haze Disposable Cartridge 1g,collapsed_duplicate;merged_into_master
,Pastime Liquid Diamonds Disposable Vape - Jackfruit,Pastime Jackfruit Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Kauai - Platinum Preroll,Phat Panda Kauai Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Trophy Wife 14g Bong Buddies,Phat Panda Trophy Wife Flower 14g,no_vendor_column;no_cannabinoid_columns;renamed
,Refine LOUD RESIN x High Country Horticulture - MAC Herer - 1g [ H ],Refine Mac Herer Live Resin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Burzt - Twisted - 60ml - 100mg - Lemon Loopz,Mfused Lemon Loopz Beverage 60ml,no_vendor_column;no_cannabinoid_columns;renamed
,Burzt - Twisted - 60ml - 100mg - Swirly Temple,Mfused Swirly Temple Beverage 60ml,no_vendor_column;no_cannabinoid_columns;renamed
,Burzt - Twisted - 60ml - 100mg - Wild Watermelon,Mfused Wild Watermelon Liquid Infused Edible 60ml,collapsed_duplicate;merged_into_master
,RIZZ Pre-Roll [1g],Lifted Rizz Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Cherry Ztripez Pre-Roll [1g] [D.O.H. COMPLIANT],Lifted Cherry Ztripez Pre-roll 1g,collapsed_duplicate;merged_into_master
,Constellation Cannabis Cartridge - Moroccan Peaches .5g,Constellation Cannabis Moroccan Peaches Cartridge 0.5g,collapsed_duplicate;merged_into_master
,Wook Tea - Blackberry Lemonade 100mg,Constellation Cannabis Blackberry Lemonade Beverage 100ml,no_vendor_column;no_cannabinoid_columns;renamed
,Sky High Flower - Super Silver Stardawg - 1g,Sky High Gardens Super Silver Stardawg Flower 1g,collapsed_duplicate;merged_into_master
,Sky High Flower - Super Silver Stardawg - 3.5g,Sky High Gardens Super Silver Stardawg Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Sky High Flower - Sherb Cocktail - 3.5g,Sky High Gardens Sherb Cocktail Flower 3.5g,collapsed_duplicate;merged_into_master
,Sky High 2 Pack Joints - Sherb Cocktail - 1.2g,Sky High Gardens Sherb Cocktail Pre-roll 1.2g,no_vendor_column;no_cannabinoid_columns;renamed
,Sky High Flower - Scented Marker - 3.5g,Sky High Gardens Scented Marker Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Sky High Gardens Cloud Bar - Blue Dream - 1g,Sky High Gardens Blue Dream Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Sky High Rosin OG Kush x Headband - 1g,Sky High Gardens Og Kush X Headband Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
